City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Inongo,CD,2020-02-19 17:41:14,-1.95,18.27,75.15,79,88,2.33
306,Calbuco,CL,2020-02-19 17:41:15,-41.77,-73.13,59.0,51,40,14.99
307,Severo-Kurilsk,RU,2020-02-19 17:41:15,50.68,156.12,13.37,88,51,9.62
308,Faya,SA,2020-02-19 17:41:15,18.39,42.45,66.2,55,11,6.93
309,Kalmunai,LK,2020-02-19 17:41:15,7.42,81.82,80.46,72,100,15.17
310,Tayshet,RU,2020-02-19 17:41:15,55.93,98.0,16.92,79,67,6.55
311,Anuppur,IN,2020-02-19 17:41:16,23.1,81.68,64.38,20,83,7.49
312,Sulphur,US,2020-02-19 17:41:16,30.24,-93.38,57.2,87,90,8.05
313,Tuktoyaktuk,CA,2020-02-19 17:41:16,69.45,-133.04,1.4,84,75,3.36
314,Marystown,CA,2020-02-19 17:41:16,47.17,-55.15,38.05,98,100,34.99
315,Ailigandi,PA,2020-02-19 17:41:16,9.23,-78.02,84.47,70,40,8.84
316,Novoagansk,RU,2020-02-19 17:41:17,61.94,76.66,29.93,96,100,14.58
317,Hualmay,PE,2020-02-19 17:41:17,-11.1,-77.61,81.79,58,5,10.94
318,Tessalit,ML,2020-02-19 17:41:17,20.2,1.01,78.57,10,11,10.45
319,Thunder Bay,CA,2020-02-19 17:40:44,48.4,-89.32,7.0,54,20,13.87
320,Port Blair,IN,2020-02-19 17:41:17,11.67,92.75,80.55,83,100,12.33
321,Cayenne,GF,2020-02-19 17:38:00,4.93,-52.33,84.2,70,75,13.87
322,Cabras,IT,2020-02-19 17:41:18,39.93,8.53,46.99,80,0,11.99
323,Barra Do Garcas,BR,2020-02-19 17:41:18,-15.89,-52.26,89.6,55,75,2.24
324,Florestopolis,BR,2020-02-19 17:41:18,-22.86,-51.39,91.4,55,75,8.05
325,Inuvik,CA,2020-02-19 17:41:18,68.35,-133.72,15.8,72,90,8.05
326,Agua Prieta,MX,2020-02-19 17:37:13,31.3,-109.57,64.99,28,100,4.0
327,Phan Thiet,VN,2020-02-19 17:41:19,10.93,108.1,65.48,88,22,4.09
328,Harper,LR,2020-02-19 17:41:19,4.38,-7.72,83.48,74,63,5.44
329,Brejo Da Madre De Deus,BR,2020-02-19 17:41:19,-8.15,-36.37,89.91,32,99,11.25
330,Atlantic Beach,US,2020-02-19 17:41:19,30.33,-81.4,77.0,73,75,4.7
331,Middletown,US,2020-02-19 17:41:19,39.52,-84.4,41.0,69,1,8.05
332,Saint George,US,2020-02-19 17:36:55,37.1,-113.58,46.0,35,1,3.36
333,Avanigadda,IN,2020-02-19 17:41:20,16.02,80.92,75.2,94,0,4.59
334,Amurzet,RU,2020-02-19 17:41:20,47.7,131.1,4.57,85,8,8.57
335,Iquitos,PE,2020-02-19 17:36:49,-3.75,-73.25,87.8,70,75,4.7
336,Arrecife,ES,2020-02-19 17:38:05,28.96,-13.55,69.8,56,20,18.34
337,Bubaque,GW,2020-02-19 17:41:21,11.28,-15.83,79.29,76,0,16.28
338,Cockburn Town,TC,2020-02-19 17:41:21,21.46,-71.14,78.19,77,0,20.62
339,Egvekinot,RU,2020-02-19 17:41:21,66.32,-179.17,-16.06,92,69,10.94
340,Kovdor,RU,2020-02-19 17:41:21,67.57,30.48,5.99,94,49,3.89
341,Changde,CN,2020-02-19 17:41:21,29.05,111.68,47.37,80,0,1.5
342,Hami,CN,2020-02-19 17:41:21,42.8,93.45,21.67,54,63,4.68
343,Shumikha,RU,2020-02-19 17:41:22,55.23,63.3,32.85,94,100,16.71
344,Hibbing,US,2020-02-19 17:41:22,47.43,-92.94,3.99,59,1,10.29
345,Trinec,CZ,2020-02-19 17:41:22,49.68,18.67,42.01,86,100,13.87
346,Keti Bandar,PK,2020-02-19 17:41:22,24.14,67.45,72.77,64,0,11.25
347,Emerald,AU,2020-02-19 17:41:23,-23.53,148.17,75.2,100,20,4.7
348,South Sioux City,US,2020-02-19 17:41:23,42.47,-96.41,14.0,78,90,4.7
349,Keetmanshoop,NA,2020-02-19 17:41:23,-26.58,18.13,80.85,52,92,24.11
350,Urcos,PE,2020-02-19 17:41:23,-13.69,-71.62,66.2,37,75,4.7
351,Margate,GB,2020-02-19 17:40:24,51.38,1.39,48.2,93,75,12.75
352,Winnemucca,US,2020-02-19 17:37:21,40.97,-117.74,30.0,46,1,11.41
353,Sal Rei,CV,2020-02-19 17:41:24,16.18,-22.92,73.36,73,1,19.28
354,Uruzgan,AF,2020-02-19 17:41:24,32.83,66.0,28.54,57,0,9.28
355,Arman,RU,2020-02-19 17:41:24,59.7,150.17,-4.09,90,0,5.19
356,Bolobo,CD,2020-02-19 17:41:24,-2.17,16.23,77.86,77,60,4.54
357,Huangzhai,CN,2020-02-19 17:41:25,38.08,112.66,35.6,43,17,6.71
358,Uniao,BR,2020-02-19 17:41:25,-4.59,-42.86,87.8,62,75,5.82
359,San Jeronimo,PE,2020-02-19 17:41:25,-11.95,-75.28,56.68,59,75,6.4
360,Sola,VU,2020-02-19 17:41:25,-13.88,167.55,83.39,72,34,8.23
361,Tazovskiy,RU,2020-02-19 17:41:25,67.47,78.7,27.68,97,100,7.83
362,Broken Hill,AU,2020-02-19 17:41:25,-31.95,141.43,60.8,51,0,13.87
363,Aykhal,RU,2020-02-19 17:41:26,66.0,111.5,1.4,84,100,4.47
364,Buchanan,LR,2020-02-19 17:41:26,5.88,-10.05,89.6,66,40,12.75
365,Khash,IR,2020-02-19 17:41:26,28.22,61.22,54.77,46,7,5.17
366,Santa Barbara,US,2020-02-19 17:41:17,34.42,-119.7,61.0,82,75,5.82
367,Alta Floresta,BR,2020-02-19 17:41:26,-9.88,-56.09,86.0,74,40,4.7
368,Da Lat,VN,2020-02-19 17:39:16,11.95,108.44,55.15,96,40,4.56
369,Santa Cruz De Tenerife,ES,2020-02-19 17:38:01,28.47,-16.25,71.01,67,20,10.29
370,Inverell,AU,2020-02-19 17:41:27,-29.78,151.12,57.99,73,0,1.01
371,Alice Springs,AU,2020-02-19 17:41:27,-23.7,133.88,69.8,29,0,5.82
372,Yar-Sale,RU,2020-02-19 17:41:27,66.83,70.83,26.13,94,100,6.93
373,North Bend,US,2020-02-19 17:40:37,43.41,-124.22,46.0,65,1,8.05
374,Vincennes,FR,2020-02-19 17:38:41,48.85,2.43,46.99,87,75,6.93
375,Nizhneudinsk,RU,2020-02-19 17:41:28,54.91,99.03,12.67,85,45,3.49
376,Nizhniy Kuranakh,RU,2020-02-19 17:41:28,58.84,125.49,-6.83,98,100,3.44
377,Rabo De Peixe,PT,2020-02-19 17:41:28,37.8,-25.58,62.6,93,75,13.87
378,Allonnes,FR,2020-02-19 17:41:28,47.97,0.16,51.8,76,90,6.93
379,Kondinskoye,RU,2020-02-19 17:41:29,59.65,67.41,33.44,94,100,10.65
380,Flin Flon,CA,2020-02-19 17:41:29,54.77,-101.86,-9.4,69,40,6.93
381,Pirovskoye,RU,2020-02-19 17:41:29,57.63,92.27,18.97,92,100,10.78
382,Atambua,ID,2020-02-19 17:41:29,-9.11,124.89,75.87,80,81,2.57
383,Chunskiy,RU,2020-02-19 17:41:29,56.08,99.63,13.46,85,33,5.21
384,Homer,US,2020-02-19 17:41:30,59.64,-151.55,30.2,74,75,20.8
385,Camana,PE,2020-02-19 17:41:30,-16.62,-72.71,71.22,78,95,9.66
386,Escarcega,MX,2020-02-19 17:41:30,18.61,-90.75,93.49,36,6,5.91
387,Cidreira,BR,2020-02-19 17:38:02,-30.18,-50.21,74.97,73,18,9.82
388,Shingu,JP,2020-02-19 17:41:30,33.73,135.98,45.77,67,66,5.39
389,Gerede,TR,2020-02-19 17:41:30,40.8,32.2,38.79,81,78,1.61
390,Mantua,IT,2020-02-19 17:41:31,45.17,10.78,53.6,71,59,11.41
391,Marsa Matruh,EG,2020-02-19 17:39:46,31.35,27.25,59.0,54,40,6.93
392,Rio Grande,BR,2020-02-19 17:41:31,-32.03,-52.1,82.4,48,40,3.36
393,Grand-Santi,GF,2020-02-19 17:41:32,4.25,-54.38,84.54,52,74,4.59
394,Capitao Poco,BR,2020-02-19 17:41:32,-1.75,-47.06,79.43,93,95,7.85
395,Kenai,US,2020-02-19 17:41:32,60.55,-151.26,28.99,86,75,12.75
396,Inirida,CO,2020-02-19 17:41:32,3.87,-67.92,92.39,55,44,1.45
397,Odweyne,SO,2020-02-19 17:41:32,9.41,45.06,73.98,32,0,4.65
398,Minab,IR,2020-02-19 17:41:33,27.15,57.08,68.0,56,79,4.7
399,Olinda,BR,2020-02-19 17:41:33,-8.01,-34.86,86.0,62,84,11.41
400,Acajutla,SV,2020-02-19 17:37:22,13.59,-89.83,89.6,43,66,4.7
401,Atar,MR,2020-02-19 17:41:33,20.52,-13.05,89.28,7,0,13.31
402,Pisco,PE,2020-02-19 17:41:33,-13.7,-76.22,75.0,30,100,8.05
403,Rundu,NA,2020-02-19 17:41:34,-17.93,19.77,74.12,75,100,2.73
404,Nalut,LY,2020-02-19 17:41:34,30.33,10.85,56.59,26,0,10.16
405,Warrnambool,AU,2020-02-19 17:41:34,-38.38,142.48,55.99,78,100,14.27
406,Hajipur,IN,2020-02-19 17:41:34,25.68,85.22,60.8,100,40,3.49
407,Santa Ana,US,2020-02-19 17:41:34,33.75,-117.87,64.99,76,20,3.36
408,Pemberton,CA,2020-02-19 17:41:34,50.32,-122.8,23.0,85,5,0.36
409,Lashio,MM,2020-02-19 17:41:35,22.93,97.75,54.55,32,0,2.01
410,Kidal,ML,2020-02-19 17:41:35,18.44,1.41,77.76,11,27,9.46
411,Mareeba,AU,2020-02-19 17:41:35,-17.0,145.43,80.6,88,40,3.36
412,Gushikawa,JP,2020-02-19 17:41:35,26.35,127.87,59.0,81,1,6.93
413,Huarmey,PE,2020-02-19 17:37:25,-10.07,-78.15,84.9,49,23,13.06
414,Torbay,CA,2020-02-19 17:41:36,47.67,-52.73,39.0,93,90,50.55
415,Mirabad,AF,2020-02-19 17:41:36,30.44,61.84,48.11,36,0,7.56
416,Deputatskiy,RU,2020-02-19 17:41:36,69.3,139.9,-8.39,95,100,3.76
417,Nakonde,ZM,2020-02-19 17:41:36,-9.34,32.74,67.59,92,96,3.15
418,Rawson,AR,2020-02-19 17:41:20,-43.3,-65.1,58.37,59,48,25.59
419,Talaya,RU,2020-02-19 17:41:37,61.38,152.75,-25.82,100,100,0.94
420,Saint-Pierre,RE,2020-02-19 17:41:37,-21.34,55.48,78.8,69,0,16.11
421,Teseney,ER,2020-02-19 17:41:37,15.11,36.66,81.52,13,13,17.83
422,Shatrovo,RU,2020-02-19 17:41:37,56.52,64.63,33.17,97,100,12.44
423,Coyah,GN,2020-02-19 17:41:37,9.75,-13.42,83.21,66,0,14.23
424,Cardston,CA,2020-02-19 17:41:38,49.2,-113.3,27.0,78,75,8.05
425,Khanpur,PK,2020-02-19 17:41:38,28.65,70.66,67.87,19,15,18.3
426,Miyako,JP,2020-02-19 17:41:38,39.64,141.95,31.69,82,76,3.53
427,East London,ZA,2020-02-19 17:41:38,-33.02,27.91,73.4,83,40,17.22
428,Mnogovershinnyy,RU,2020-02-19 17:41:38,53.94,139.92,0.46,87,100,2.19
429,Sussex,US,2020-02-19 17:41:38,41.18,-74.67,48.99,38,1,8.05
430,Domoni,KM,2020-02-19 17:41:39,-12.26,44.53,86.07,65,91,3.36
431,Victoria Point,AU,2020-02-19 17:41:39,-27.58,153.3,79.0,100,0,4.7
432,Vallenar,CL,2020-02-19 17:41:39,-28.57,-70.76,76.37,48,0,13.49
433,Nzega,RW,2020-02-19 17:41:40,-2.48,29.56,58.24,94,73,2.57
434,Vardo,NO,2020-02-19 17:41:40,70.37,31.11,17.6,78,20,31.09
435,Mirnyy,RU,2020-02-19 17:41:40,62.54,113.96,3.2,91,100,6.71
436,Sadiqabad,PK,2020-02-19 17:41:40,28.31,70.13,69.66,22,8,22.1
437,Tsabong,BW,2020-02-19 17:41:40,-26.02,22.4,84.11,43,47,7.72
438,Araouane,ML,2020-02-19 17:41:41,18.9,-3.53,79.95,8,46,3.42
439,Lichinga,MZ,2020-02-19 17:41:41,-13.31,35.24,72.7,92,100,3.67
440,Ohringen,DE,2020-02-19 17:41:41,49.2,9.5,45.0,82,75,11.41
441,Tiksi,RU,2020-02-19 17:41:41,71.69,128.87,-6.57,87,77,6.67
442,Santa Isabel,BR,2020-02-19 17:41:41,-23.32,-46.22,89.01,55,40,11.41
443,Shakiso,ET,2020-02-19 17:41:41,5.75,38.92,71.49,40,55,7.05
444,Port Macquarie,AU,2020-02-19 17:41:42,-31.43,152.92,66.2,88,0,5.82
445,Conceicao Da Barra,BR,2020-02-19 17:37:44,-18.59,-39.73,81.48,78,0,13.58
446,Dhaka,BD,2020-02-19 17:40:52,23.71,90.41,71.6,64,69,3.36
447,Ketegyhaza,HU,2020-02-19 17:41:42,46.53,21.18,46.4,45,51,1.12
448,Kaitangata,NZ,2020-02-19 17:41:43,-46.28,169.85,57.0,88,92,3.0
449,Xinyang,CN,2020-02-19 17:41:43,32.12,114.07,45.57,66,0,3.94
450,Katsuura,JP,2020-02-19 17:41:43,35.13,140.3,48.2,71,75,8.05
451,The Valley,AI,2020-02-19 17:39:33,18.22,-63.06,84.2,65,40,18.34
452,Kichera,RU,2020-02-19 17:41:43,55.94,110.1,1.85,71,100,1.23
453,Saint-Augustin,CA,2020-02-19 17:41:44,51.23,-58.65,26.4,91,100,4.61
454,Dhidhdhoo,MV,2020-02-19 17:41:44,6.88,73.1,82.42,65,0,8.46
455,Laguna,US,2020-02-19 17:41:44,38.42,-121.42,57.99,61,1,5.82
456,Bansi,IN,2020-02-19 17:41:44,27.18,82.93,61.95,59,100,2.04
457,Dzhebariki-Khaya,RU,2020-02-19 17:41:44,62.22,135.8,-23.21,99,100,1.99
458,Vila,PT,2020-02-19 17:41:44,42.03,-8.16,55.4,54,51,8.05
459,Uuemoisa,EE,2020-02-19 17:41:45,58.94,23.59,39.0,93,40,3.36
460,Mackenzie,CA,2020-02-19 17:41:45,55.3,-123.17,3.2,84,1,2.24
461,Teguldet,RU,2020-02-19 17:41:45,57.31,88.17,21.24,92,100,10.49
462,Grand Gaube,MU,2020-02-19 17:41:45,-20.01,57.66,78.8,78,40,9.17
463,Sidi Ali,DZ,2020-02-19 17:41:46,36.1,0.42,55.27,77,47,6.82
464,Buraydah,SA,2020-02-19 17:41:46,26.33,43.98,78.8,61,75,14.99
465,Alofi,NU,2020-02-19 17:41:46,-19.06,-169.92,71.6,94,41,2.24
466,Kutum,SD,2020-02-19 17:41:46,14.2,24.67,66.7,27,0,6.26
467,Los Llanos De Aridane,ES,2020-02-19 17:41:47,28.66,-17.92,66.2,63,75,13.87
468,Imeni Poliny Osipenko,RU,2020-02-19 17:41:47,52.42,136.49,4.42,96,100,1.32
469,Soverato,IT,2020-02-19 17:41:47,38.69,16.55,55.4,87,75,10.29
470,Ostrovnoy,RU,2020-02-19 17:41:47,68.05,39.51,19.76,78,100,7.72
471,Paamiut,GL,2020-02-19 17:41:47,61.99,-49.67,7.16,67,5,6.13
472,Amga,RU,2020-02-19 17:41:48,60.9,131.96,-26.05,100,66,0.98
473,Monze,ZM,2020-02-19 17:41:48,-16.28,27.48,66.9,96,3,4.74
474,Boende,CD,2020-02-19 17:41:48,-0.22,20.87,75.74,79,34,2.48
475,Cleburne,US,2020-02-19 17:41:48,32.35,-97.39,48.99,81,90,4.7
476,Thinadhoo,MV,2020-02-19 17:41:48,0.53,72.93,82.8,77,4,16.51
477,Westport,US,2020-02-19 17:41:49,41.14,-73.36,48.99,36,1,13.87
478,Ust-Tsilma,RU,2020-02-19 17:41:49,65.44,52.15,27.82,94,100,5.08
479,Dwarka,IN,2020-02-19 17:41:49,22.24,68.97,74.86,73,0,9.51
480,Matara,LK,2020-02-19 17:41:49,5.95,80.54,74.52,79,5,10.56
481,Noumea,NC,2020-02-19 17:39:36,-22.28,166.46,81.0,83,90,1.12
482,Chegdomyn,RU,2020-02-19 17:41:50,51.12,133.02,4.03,97,100,2.57
483,Morondava,MG,2020-02-19 17:41:50,-20.28,44.28,78.26,91,86,2.3
484,Fayetteville,US,2020-02-19 17:39:52,35.05,-78.88,52.0,87,90,19.46
485,Sabang,ID,2020-02-19 17:41:50,5.89,95.32,83.44,75,84,22.08
486,Tecpan,GT,2020-02-19 17:41:51,14.76,-90.99,75.2,50,20,18.34
487,Solnechnyy,RU,2020-02-19 17:41:51,50.72,136.63,2.86,92,98,0.72
488,Salalah,OM,2020-02-19 17:41:42,17.02,54.09,77.0,69,75,5.82
489,Meridian,US,2020-02-19 17:41:51,43.61,-116.39,34.0,79,1,10.29
490,Camapua,BR,2020-02-19 17:41:51,-19.53,-54.04,87.94,61,100,2.51
491,Chifeng,CN,2020-02-19 17:41:51,42.27,118.96,16.9,77,39,2.57
492,Ahualulco,MX,2020-02-19 17:41:52,22.4,-101.17,64.4,48,20,5.82
493,Tekkali,IN,2020-02-19 17:41:52,18.62,84.23,71.08,82,3,0.11
494,Alakurtti,RU,2020-02-19 17:41:52,66.97,30.35,1.99,88,67,5.03
495,Cururupu,BR,2020-02-19 17:41:52,-1.83,-44.87,80.37,92,86,4.59
496,Zagan,PL,2020-02-19 17:41:52,51.62,15.31,41.0,86,40,9.17
497,Talnakh,RU,2020-02-19 17:41:53,69.49,88.4,12.2,85,75,33.55
498,Polson,US,2020-02-19 17:41:53,47.69,-114.16,27.0,67,1,8.05
499,Mollendo,PE,2020-02-19 17:41:53,-17.02,-72.01,70.93,85,96,7.05
500,Sharanga,RU,2020-02-19 17:41:53,57.18,46.54,29.05,97,93,6.31
501,Nehe,CN,2020-02-19 17:41:53,48.48,124.83,2.77,84,28,4.9
502,Burgas,BG,2020-02-19 17:41:53,42.51,27.47,46.4,93,52,8.05
503,Progreso,MX,2020-02-19 17:41:54,21.28,-89.67,89.01,55,75,9.17
504,Nioro,GM,2020-02-19 17:41:54,13.35,-15.75,103.98,4,6,5.66
505,Novo Aripuana,BR,2020-02-19 17:40:14,-5.12,-60.38,83.97,88,100,2.71
506,Penticton,CA,2020-02-19 17:40:56,49.48,-119.59,28.4,63,5,3.36
507,Nicoya,CR,2020-02-19 17:41:54,10.15,-85.45,93.2,41,62,25.28
508,Takoradi,GH,2020-02-19 17:41:55,4.88,-1.76,82.9,75,36,6.98
509,Qidong,CN,2020-02-19 17:41:55,31.81,121.66,46.99,90,80,6.15
510,Besancon,FR,2020-02-19 17:41:55,47.25,6.02,44.6,75,98,6.93
511,Tokur,RU,2020-02-19 17:41:55,53.13,132.9,-1.32,98,100,1.52
512,Ahipara,NZ,2020-02-19 17:41:56,-35.17,173.17,63.0,100,4,7.52
513,Aswan,EG,2020-02-19 17:41:56,24.09,32.91,60.28,34,0,12.39
514,Klamath Falls,US,2020-02-19 17:40:15,42.22,-121.78,37.0,37,1,10.29
515,Tilaran,CR,2020-02-19 17:41:05,10.47,-84.97,93.2,41,89,25.28
516,Bibiani,GH,2020-02-19 17:41:56,6.46,-2.32,87.01,50,98,3.69
517,Linqiong,CN,2020-02-19 17:41:57,30.42,103.46,50.0,61,40,2.24
518,Nanakuli,US,2020-02-19 17:41:57,21.39,-158.15,73.4,78,90,17.22
519,Saurimo,AO,2020-02-19 17:41:57,-9.66,20.39,70.09,92,82,3.53
520,Qasigiannguit,GL,2020-02-19 17:41:57,68.82,-51.19,8.6,71,75,9.17
521,Laurel,US,2020-02-19 17:41:57,39.1,-76.85,48.99,42,1,5.82
522,Arlit,NE,2020-02-19 17:41:58,18.74,7.39,73.76,13,0,7.29
523,Mitsamiouli,KM,2020-02-19 17:41:58,-11.38,43.28,82.4,88,40,6.93
524,Chisinau,MD,2020-02-19 17:41:58,47.01,28.86,50.0,43,84,4.7
525,Kropotkin,RU,2020-02-19 17:41:58,45.44,40.58,43.09,75,7,4.07
526,Ardabil,IR,2020-02-19 17:40:56,38.25,48.29,36.14,83,100,9.44
527,Bahia De Caraquez,EC,2020-02-19 17:41:58,-0.6,-80.42,91.4,52,40,6.93
528,Yangjiang,CN,2020-02-19 17:41:59,21.85,111.97,59.38,89,1,1.43
529,Santa Maria,BR,2020-02-19 17:38:14,-29.68,-53.81,82.4,54,40,5.82
530,Tilichiki,RU,2020-02-19 17:41:59,60.47,166.1,-20.09,91,32,8.72
531,Nome,US,2020-02-19 17:41:59,64.5,-165.41,15.8,78,90,5.82
532,Humaita,BR,2020-02-19 17:41:59,-7.51,-63.02,94.71,49,100,1.54
533,Tecoanapa,MX,2020-02-19 17:42:00,16.52,-98.75,98.91,19,0,6.67
534,Coahuayana,MX,2020-02-19 17:42:00,18.73,-103.68,78.8,57,5,4.97
535,Umm Lajj,SA,2020-02-19 17:42:00,25.02,37.27,61.56,49,1,8.61
536,Srivardhan,IN,2020-02-19 17:42:00,18.03,73.02,75.88,65,0,4.27
537,Mindelo,CV,2020-02-19 17:42:00,16.89,-24.98,73.11,63,0,21.07
538,Katherine,AU,2020-02-19 17:42:00,-14.47,132.27,78.8,83,100,6.71
539,Nevsehir,TR,2020-02-19 17:42:01,38.92,34.67,39.2,84,0,8.05
540,Norrtalje,SE,2020-02-19 17:42:01,59.76,18.7,41.0,86,20,3.36
541,Oistins,BB,2020-02-19 17:42:01,13.07,-59.53,77.0,88,90,13.87
542,Saint-Georges,GD,2020-02-19 17:41:34,12.06,-61.75,77.0,88,75,10.29
543,Sana,YE,2020-02-19 17:42:01,15.35,44.21,64.31,24,0,6.49
544,Beloha,MG,2020-02-19 17:42:02,-25.17,45.05,74.8,80,52,12.75
545,Berlevag,NO,2020-02-19 17:42:02,70.86,29.09,23.0,78,75,20.8
546,Villaviciosa,ES,2020-02-19 17:42:02,43.48,-5.44,55.99,66,87,2.24
547,Wolgast,DE,2020-02-19 17:42:02,54.05,13.77,39.99,85,80,1.99
548,Sohagpur,IN,2020-02-19 17:42:02,22.7,78.2,67.77,24,62,2.04
549,Karpathos,GR,2020-02-19 17:42:03,35.51,27.21,57.2,67,20,8.05
550,Adrar,MR,2020-02-19 17:42:03,20.5,-10.07,83.84,9,20,6.2
551,Humberto De Campos,BR,2020-02-19 17:42:03,-2.6,-43.46,81.72,88,73,7.87
552,Mercedes,AR,2020-02-19 17:42:03,-34.65,-59.43,82.99,37,0,5.99
553,Minden,DE,2020-02-19 17:42:04,52.28,8.92,44.6,74,75,17.22
554,Tongzi,CN,2020-02-19 17:42:04,28.78,105.09,54.37,67,75,2.89
555,Valdivia,CL,2020-02-19 17:42:04,-39.81,-73.25,68.0,37,0,12.75
556,Limbourg,NL,2020-02-19 17:41:31,51.25,6.0,45.0,65,75,4.7
557,Scarborough,GB,2020-02-19 17:40:56,54.28,-0.4,45.0,93,100,12.75
558,Ambon,ID,2020-02-19 17:42:04,-3.7,128.18,75.2,88,75,5.82
559,Coquimbo,CL,2020-02-19 17:42:05,-29.95,-71.34,62.6,77,90,10.29
560,Vao,NC,2020-02-19 17:42:05,-22.67,167.48,78.03,78,0,12.21
561,Corinto,GR,2020-02-19 17:42:05,37.94,22.96,57.0,82,20,2.44
562,Caluquembe,AO,2020-02-19 17:42:05,-13.78,14.68,65.07,95,100,7.2
563,Kijang,KR,2020-02-19 17:42:05,35.24,129.21,41.0,60,100,3.36
564,Shugurovo,RU,2020-02-19 17:42:06,54.51,52.13,32.45,98,100,9.71
565,Antofagasta,CL,2020-02-19 17:42:06,-23.65,-70.4,72.0,68,20,14.99
566,Bonavista,CA,2020-02-19 17:42:06,48.65,-53.11,34.0,84,100,10.0
567,Chokurdakh,RU,2020-02-19 17:42:06,70.63,147.92,-12.62,94,88,7.09
568,Ketchikan,US,2020-02-19 17:42:06,55.34,-131.65,39.2,86,90,40.26
569,Hirara,JP,2020-02-19 17:42:07,24.8,125.28,65.77,58,61,7.16
570,Burnie,AU,2020-02-19 17:42:07,-41.07,145.92,53.01,76,7,14.0
571,Nemuro,JP,2020-02-19 17:42:07,43.32,145.57,26.1,85,54,2.24
572,Roald,NO,2020-02-19 17:42:07,62.58,6.13,41.0,93,75,8.05
573,Vestmannaeyjar,IS,2020-02-19 17:42:07,63.44,-20.27,35.6,80,75,18.34
574,Lamu,KE,2020-02-19 17:42:08,-2.27,40.9,80.96,84,0,13.89
575,Khotiv,UA,2020-02-19 17:42:08,50.33,30.47,42.01,64,0,4.47
576,Ixtapa,MX,2020-02-19 17:41:24,20.7,-105.2,78.8,61,5,5.88
577,Inhambane,MZ,2020-02-19 17:42:08,-23.86,35.38,84.2,66,20,12.21
578,Vaitape,PF,2020-02-19 17:42:08,-16.52,-151.75,82.24,78,65,15.48
579,Touros,BR,2020-02-19 17:42:09,-5.2,-35.46,77.0,94,75,11.41
580,Ibaiti,BR,2020-02-19 17:42:09,-23.85,-50.19,81.99,78,76,4.14
581,Chortomlyk,UA,2020-02-19 17:42:09,47.62,34.14,37.33,86,20,7.02
582,Havelock,US,2020-02-19 17:41:06,34.88,-76.9,51.8,76,90,14.99
583,Kaeo,NZ,2020-02-19 17:42:09,-35.1,173.78,63.0,100,24,6.6
584,Goundam,ML,2020-02-19 17:42:10,16.41,-3.67,88.61,8,39,8.32
585,Sakakah,SA,2020-02-19 17:42:10,29.97,40.21,57.2,71,75,21.92
